letter,language,coverage,title,id,file
E,"Eastern Maroon Creole",New Testament,"Beibel: okanisi tongo",djkNT,E/Eastern Maroon Creole/New Testament — Beibel okanisi tongo.html
T,"Tairora, South",New Testament,"QARAAKYA QUA TIMWATORA",omw,T/Tairora, South/New Testament — QARAAKYA QUA TIMWATORA.html
W,"Wala",New Testament,"Alafuuna Fa'alu Ala Saena 'I Wala",lgl,W/Wala/New Testament — Alafuuna Fa'alu Ala Saena 'I Wala.html
S,"Salt-Yui",New Testament,"Salt-Yui New Testament",sll,S/Salt-Yui/New Testament — Salt-Yui New Testament.html
C,"Caluyanun",New Testament,"Anang ambal ang Dios: Magandang balita Biblia",clu,C/Caluyanun/New Testament — Anang ambal ang Dios Magandang balita Biblia.html
K,"Kara",New Testament,"Kara New Testament",leu,K/Kara/New Testament — Kara New Testament.html
L,"Limbu",New Testament,"ᤏᤡᤱᤘᤠ᤹ᤑᤢ ᤐᤠ᤺ᤴᤈᤠᤰ ᤁᤢᤛᤱ ᤔᤠᤱᤜᤢᤵ",lifNT,L/Limbu/New Testament — ᤏᤡᤱᤘᤠ᤹ᤑᤢ ᤐᤠ᤺ᤴᤈᤠᤰ ᤁᤢᤛᤱ ᤔᤠᤱᤜᤢᤵ.html
L,"Limbu",New Testament,"Yesu khristarɛ kunisaam",lifNT2,L/Limbu/New Testament — Yesu khristarɛ kunisaam.html
B,"Bwaidoka",New Testament,"Yaubada Yana Veyavo Anawai Evaguna",bwd,B/Bwaidoka/New Testament — Yaubada Yana Veyavo Anawai Evaguna.html
P,"Piapoco",New Testament,"El Nuevo Testamento de nuestro Señor Jesucristo en el idioma piapoco",pioNT,P/Piapoco/New Testament — El Nuevo Testamento de nuestro Señor Jesucristo en el idioma piapoco.html
O,"Otomi, Eastern Highland",New Testament,"Ra ʼdaʼyonhogui nangue ma Hmuhʉ ra Jesucristo",otmNT,O/Otomi, Eastern Highland/New Testament — Ra ʼdaʼyonhogui nangue ma Hmuhʉ ra Jesucristo.html
Q,"Qaqet",New Testament,"A SLURLKA AA LANGINKA AMA IAMESKA",byx,Q/Qaqet/New Testament — A SLURLKA AA LANGINKA AMA IAMESKA.html
B,"Binukid",New Testament,"Lalang hu Dios",bkd,B/Binukid/New Testament — Lalang hu Dios.html
B,"Borei",New Testament,"Raraŋ Aetaniacna Kam Wembaŋ Laŋ",gai,B/Borei/New Testament — Raraŋ Aetaniacna Kam Wembaŋ Laŋ.html
K,"Kamasau",New Testament,"Yumbui Ningg Wand Yuwon Ye",kms,K/Kamasau/New Testament — Yumbui Ningg Wand Yuwon Ye.html
K,"Kuvi",Portions,"ପୁଃନି ମେ଼ରା",kxv,K/Kuvi/Portions — ପୁଃନି ମେ଼ରା.html
F,"Fataleka",New Testament,"Farongoe Lea Ana Fataleka",far,F/Fataleka/New Testament — Farongoe Lea Ana Fataleka.html
T,"Tojolabal",New Testament,"Ja yajcʼachil testamento sbaj ja cajualtic Jesucristo",tojNT,T/Tojolabal/New Testament — Ja yajcʼachil testamento sbaj ja cajualtic Jesucristo.html
S,"Southwest Tanna",New Testament,"Nəkwəkwə imərhakə kape kughen: nɨrpenien vi",nwi,S/Southwest Tanna/New Testament — Nəkwəkwə imərhakə kape kughen nɨrpenien vi.html
T,"Tinputz",New Testament,"SOE A TOꞌTOꞌ",tpz,T/Tinputz/New Testament — SOE A TOꞌTOꞌ.html
C,"Chontal, Highland Oaxaca",New Testament,"Lataiquiʼ loyaʼapa iƚe al cʼa lixpicʼepa L̵anDios",chdNT,C/Chontal, Highland Oaxaca/New Testament — Lataiquiʼ loyaʼapa iƚe al cʼa lixpicʼepa L̵anDios.html
K,"Kadiwéu",New Testament,"Gela Liwai Lotaɡ̶anaɡ̶axi Aneotedoɡ̶oji",kbcNT,K/Kadiwéu/New Testament — Gela Liwai Lotaɡ̶anaɡ̶axi Aneotedoɡ̶oji.html
G,"Gwich'in",New Testament,"Vit'eegwijyąhchy'aa Vagwandak Nizįį",gwiNT,G/Gwich'in/New Testament — Vit'eegwijyąhchy'aa Vagwandak Nizįį.html
H,"Hanga Hundi",New Testament,"Godna Hundi",wos,H/Hanga Hundi/New Testament — Godna Hundi.html
K,"Komba",New Testament,"SIŊGI ÂLIP EKAP",kpf,K/Komba/New Testament — SIŊGI ÂLIP EKAP.html
T,"Tzotzil",New Testament,"Jaʼ ti achʼ Testamento: jaʼ scʼopilal ti Jesucristoe jaʼ ti Jcoltavanej cuʼuntique",tzoNT,T/Tzotzil/New Testament — Jaʼ ti achʼ Testamento jaʼ scʼopilal ti Jesucristoe jaʼ ti Jcoltavanej cuʼuntique.html
B,"Bughotu",New Testament,"Na Rorongo Ke Toke Eigna a Jisas Krais",bgt,B/Bughotu/New Testament — Na Rorongo Ke Toke Eigna a Jisas Krais.html
Y,"Yau",New Testament,"Fat Mata ogepma",yuw,Y/Yau/New Testament — Fat Mata ogepma.html
B,"Biangai",New Testament,"Anotogi Ngago Wik Yisu Kilisiyegi Langaira",big,B/Biangai/New Testament — Anotogi Ngago Wik Yisu Kilisiyegi Langaira.html
B,"Biangai",New Testament,"Biangai",big2013,B/Biangai/New Testament — Biangai.html
B,"Benabena",New Testament,"Ka Lamana'a Mono'i Lu Mu Tifi'ehina Ka Yabe",bef,B/Benabena/New Testament — Ka Lamana'a Mono'i Lu Mu Tifi'ehina Ka Yabe.html
F,"Fasu",New Testament,"Kotimo Kawe Someaka Masane Oyapo",faa,F/Fasu/New Testament — Kotimo Kawe Someaka Masane Oyapo.html
M,"Machiguenga",New Testament,"Iriniane Tasorintsi",mcbNT,M/Machiguenga/New Testament — Iriniane Tasorintsi.html
D,"Daga",New Testament,"Daga New Testament",dgz,D/Daga/New Testament — Daga New Testament.html
Z,"Zapotec, Yatzachi",New Testament,"Testament Cobə deʼen choeʼ dižəʼ c̱he ancho Jesocristənʼ",zavNT,Z/Zapotec, Yatzachi/New Testament — Testament Cobə deʼen choeʼ dižəʼ c̱he ancho Jesocristənʼ.html
C,"Chuave",New Testament,"YAI GUMAN GUNOM KAM",cjv,C/Chuave/New Testament — YAI GUMAN GUNOM KAM.html
S,"Siane",New Testament,"Gotiki olu kutifi ledami ka kofawa",snp,S/Siane/New Testament — Gotiki olu kutifi ledami ka kofawa.html
S,"Siane",New Testament,"Goti Ukuwala Hala",snp-lambau,S/Siane/New Testament — Goti Ukuwala Hala.html
T,"Takia",New Testament,"Anut san bilaluŋ foun",tbc,T/Takia/New Testament — Anut san bilaluŋ foun.html
M,"Mixe, Coatlán",New Testament,"El Nuevo Testamento en mixe de Coatlán",mcoNT,M/Mixe, Coatlán/New Testament — El Nuevo Testamento en mixe de Coatlán.html
S,"Swahili",Portions,"Biblia Takatifu",swh1850,S/Swahili/Portions — Biblia Takatifu.html
A,"Agta, Casiguran Dumagat",New Testament,"Bigu a tipan: I mahusay a baheta para ta panahun tam",dgc,A/Agta, Casiguran Dumagat/New Testament — Bigu a tipan I mahusay a baheta para ta panahun tam.html
M,"Manobo, Ata",New Testament,"Kasulatan to Magboboot",atdNT,M/Manobo, Ata/New Testament — Kasulatan to Magboboot.html
K,"Kasua",New Testament,"Kokolo Kao Tesene Solo",khs,K/Kasua/New Testament — Kokolo Kao Tesene Solo.html
K,"Kwoma",New Testament,"GOD RIITI MAJI KEPI",kmo,K/Kwoma/New Testament — GOD RIITI MAJI KEPI.html
E,"Ese Ejja",New Testament,"Eyacuiñajjija Esohui",eseNT,E/Ese Ejja/New Testament — Eyacuiñajjija Esohui.html
M,"Mazahua, Central",New Testament,"Nu o̱ jña mizhocjimi nu mama ja ga cja e Jesucristo",mazNT,M/Mazahua, Central/New Testament — Nu o̱ jña mizhocjimi nu mama ja ga cja e Jesucristo.html
S,"Saniyo-Hiyewe",New Testament,"Owane Sitewi lo Peri Teꞌe Naneiyei Heꞌi",sny,S/Saniyo-Hiyewe/New Testament — Owane Sitewi lo Peri Teꞌe Naneiyei Heꞌi.html
B,"Belize Kriol English",New Testament,"Di Nyoo Testiment eena Bileez Kriol",bzj,B/Belize Kriol English/New Testament — Di Nyoo Testiment eena Bileez Kriol.html
C,"Cuicatec, Teutila",New Testament,"El Nuevo Testamento: Cuicateco de Teutila",cutNT,C/Cuicatec, Teutila/New Testament — El Nuevo Testamento Cuicateco de Teutila.html
M,"Matsés",New Testament,"Esuquidistu Chuiquin Tantiamete",mcfNT,M/Matsés/New Testament — Esuquidistu Chuiquin Tantiamete.html
K,"Karkar-Yuri",New Testament,"Kwaromp Kwapwe Kare Kar",yuj,K/Karkar-Yuri/New Testament — Kwaromp Kwapwe Kare Kar.html
N,"Nomatsiguenga",New Testament,"Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito",notNT,N/Nomatsiguenga/New Testament — Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito.html
M,"Macuna",New Testament,"Dios Oca Tuti",myy,M/Macuna/New Testament — Dios Oca Tuti.html
N,"Nobonob",New Testament,"KAYAKNU NAI Tituanak Bau",gaw,N/Nobonob/New Testament — KAYAKNU NAI Tituanak Bau.html
S,"Sabaot",New Testament,"Biibilya Nyēē Tiliil",spyNT,S/Sabaot/New Testament — Biibilya Nyēē Tiliil.html
S,"Safeyoka",New Testament,"Mpohwoe Hungkuno Songofoho",apz,S/Safeyoka/New Testament — Mpohwoe Hungkuno Songofoho.html
K,"Kisar",New Testament,"Makromod lalap lirna wawan",kjeNT,K/Kisar/New Testament — Makromod lalap lirna wawan.html
Q,"Quechua, Lambayeque",New Testament,"Mushuq Testamento",qufNT,Q/Quechua, Lambayeque/New Testament — Mushuq Testamento.html
S,"Sa'a",New Testament,"Tataroha Diana i Sulie Aalaha Ikie a Jisas Kraes",apb,S/Sa'a/New Testament — Tataroha Diana i Sulie Aalaha Ikie a Jisas Kraes.html
M,"Manobo, Agusan",New Testament,"Kasuyatan to Diyus",msmNT,M/Manobo, Agusan/New Testament — Kasuyatan to Diyus.html
G,"Gamo",New Testament,"Ooratha Caaqo Maxaafa Gamoththo",gmvRNT,G/Gamo/New Testament — Ooratha Caaqo Maxaafa Gamoththo.html
M,"Minaveha",New Testament,"Awaeha Vovouna Minaveha Movia",mvn,M/Minaveha/New Testament — Awaeha Vovouna Minaveha Movia.html
S,"Siriano",New Testament,"Marĩpʉya Kerere Wereri Turi",sri,S/Siriano/New Testament — Marĩpʉya Kerere Wereri Turi.html
H,"Hamer-Banna",New Testament,"Haalin Mallano",amf,H/Hamer-Banna/New Testament — Haalin Mallano.html
T,"Tzotzil",New Testament,"ACH' TESTAMENTO",tzotze,T/Tzotzil/New Testament — ACH' TESTAMENTO.html
A,"Alune",New Testament,"Janji beluke",alpNT,A/Alune/New Testament — Janji beluke.html
M,"Molima",New Testament,"Molima New Testament",mox,M/Molima/New Testament — Molima New Testament.html
A,"Arosi",New Testament,"Taroha Goro mana Usuusu Maea",aia,A/Arosi/New Testament — Taroha Goro mana Usuusu Maea.html
L,"Lewo",New Testament,"Lologena Wo Kienane Yesu Kristo Kome Kewo",lww,L/Lewo/New Testament — Lologena Wo Kienane Yesu Kristo Kome Kewo.html
B,"Baki",New Testament,"Verikariano Vou Na Baki",bki,B/Baki/New Testament — Verikariano Vou Na Baki.html
B,"Bukiyip",New Testament,"God Ananin Balan",apeB,B/Bukiyip/New Testament — God Ananin Balan.html
C,"Cavineña",New Testament,"Yusuja Quisarati",cavNT,C/Cavineña/New Testament — Yusuja Quisarati.html
A,"Arapesh",New Testament,"IRUHIN ANANIN BARAEN",aon,A/Arapesh/New Testament — IRUHIN ANANIN BARAEN.html
B,"Bukiyip",New Testament,"IRUHIN ANANIN BARAEN",apec,B/Bukiyip/New Testament — IRUHIN ANANIN BARAEN.html
C,"Cubeo",New Testament,"Majepacʉ jʉ̃menijicʉi yávaiye mamaene coyʉitucubo",cubNT,C/Cubeo/New Testament — Majepacʉ jʉ̃menijicʉi yávaiye mamaene coyʉitucubo.html
H,"Hindustani, Caribbean",New Testament,"Parmeswar ke naawa poestak",hnsNT,H/Hindustani, Caribbean/New Testament — Parmeswar ke naawa poestak.html
M,"Mufian",New Testament,"Basef Buꞌwafi Godi",aoj,M/Mufian/New Testament — Basef Buꞌwafi Godi.html
P,"Pengo",Portions,"ସତ୍‌ ବଚନ୍‌",peg,P/Pengo/Portions — ସତ୍‌ ବଚନ୍‌.html
F,"Filifita dialect of Mufian",New Testament,"BASEF BUꞋWAMI GODI",aoj-filifita,F/Filifita dialect of Mufian/New Testament — BASEF BUꞋWAMI GODI.html
U,"Urat",New Testament,"Wusyep Bwore tikin Got",urt,U/Urat/New Testament — Wusyep Bwore tikin Got.html
B,"Bangwinji",Portions,"Bangwinji",bsj,B/Bangwinji/Portions — Bangwinji.html
K,"Kire",New Testament,"Fhe Bakɨmen Kaman Kameŋ",geb,K/Kire/New Testament — Fhe Bakɨmen Kaman Kameŋ.html
B,"Bakairí",New Testament,"Deus Itaumbyry",bkqNT,B/Bakairí/New Testament — Deus Itaumbyry.html
W,"Wiru",New Testament,"Weneya Totono Keraisu Yesunomo",wiu,W/Wiru/New Testament — Weneya Totono Keraisu Yesunomo.html
G,"Gamotso",New Testament,"Gamo Geesha Maxxafa New Testament",gmvggm,G/Gamotso/New Testament — Gamo Geesha Maxxafa New Testament.html
C,"Carapana",New Testament,"Dios Cʉ̃ Cauetibʉjʉ Cũrĩcã Tuti",cbcNT,C/Carapana/New Testament — Dios Cʉ̃ Cauetibʉjʉ Cũrĩcã Tuti.html
K,"Kuot",New Testament,"Bais Ula Mumuru Aime Iesu",kto,K/Kuot/New Testament — Bais Ula Mumuru Aime Iesu.html
S,"Shuar",New Testament,"Yus Papí: Shuarja̱i̱ Yus Yamaram Chicham Najanamu",jivNT,S/Shuar/New Testament — Yus Papí Shuarja̱i̱ Yus Yamaram Chicham Najanamu.html
K,"Koiali, Mountain",New Testament,"Buka Tumute",kpx,K/Koiali, Mountain/New Testament — Buka Tumute.html
Q,"Quichua, Northern Pastaza",New Testament,"Diospa shimi",qvzNT,Q/Quichua, Northern Pastaza/New Testament — Diospa shimi.html
K,"Kandawo",New Testament,"Jisas Kandjiyebe Wopake",gam,K/Kandawo/New Testament — Jisas Kandjiyebe Wopake.html
Q,"Quechua, Cajamarca",New Testament,"Mushuq Tistamintu",qvcNT,Q/Quechua, Cajamarca/New Testament — Mushuq Tistamintu.html
T,"Tzotzil",New Testament,"Sc'op riox: ja' li' yaloj ti chac' jcuxlejaltic ta sbatel osli ti cajvaltic Jesucristoe",tzoZNT,T/Tzotzil/New Testament — Sc'op riox ja' li' yaloj ti chac' jcuxlejaltic ta sbatel osli ti cajvaltic Jesucristoe.html
S,"Sursurunga",New Testament,"Hutngin kamkabat si Káláu",sgz,S/Sursurunga/New Testament — Hutngin kamkabat si Káláu.html
D,"Dawro",New Testament,"Ooratha Caaquwaa",dwrNT,D/Dawro/New Testament — Ooratha Caaquwaa.html
H,"Hixkaryána",New Testament,"Khoryenkom Karyehtanà",hixNT,H/Hixkaryána/New Testament — Khoryenkom Karyehtanà.html
N,"Ngäbere",New Testament,"Kukwe kuin ngöbökwe",gymNT,N/Ngäbere/New Testament — Kukwe kuin ngöbökwe.html
M,"Mekeo",New Testament,"Mauni Mamaga Iifaga",mek,M/Mekeo/New Testament — Mauni Mamaga Iifaga.html
A,"Alamblak",New Testament,"Bro Nkifrarhu Mrokfot",amp,A/Alamblak/New Testament — Bro Nkifrarhu Mrokfot.html
G,"Guayabero",New Testament,"Pajelwʉajan Dios pejjamechan",guoNT,G/Guayabero/New Testament — Pajelwʉajan Dios pejjamechan.html
H,"Huitoto, Murui",New Testament,"Jusiñamui uai: Jusiñamui jito rafue illa rabenico",huuNT,H/Huitoto, Murui/New Testament — Jusiñamui uai Jusiñamui jito rafue illa rabenico.html
T,"Tabo",New Testament,"GODOKONO HIDO TABO",knv-aramia,T/Tabo/New Testament — GODOKONO HIDO TABO.html
T,"Tabo",New Testament,"GODOKONO WADE TABO",knv-fly_river,T/Tabo/New Testament — GODOKONO WADE TABO.html
I,"Iwal",New Testament,"YISU KILISI ANE BINGE VIE GIENGK IWAL AVOS",kbm,I/Iwal/New Testament — YISU KILISI ANE BINGE VIE GIENGK IWAL AVOS.html
M,"Mansaka",New Testament,"Yang Bago na Togon Kanatu",msk,M/Mansaka/New Testament — Yang Bago na Togon Kanatu.html
M,"Mende",New Testament,"Mashi Avui Wasilakahi",sim,M/Mende/New Testament — Mashi Avui Wasilakahi.html
Q,"Quechua, Panao Huánuco",New Testament,"Mushug Testamento",qxhNT,Q/Quechua, Panao Huánuco/New Testament — Mushug Testamento.html
B,"Bukawa",New Testament,"Anötö ndê Yom Lêŋsêm Wakuc",buk,B/Bukawa/New Testament — Anötö ndê Yom Lêŋsêm Wakuc.html
N,"Nii",New Testament,"Gos Nge Ek Ka Ei Sinim Kin Ngołum",nii,N/Nii/New Testament — Gos Nge Ek Ka Ei Sinim Kin Ngołum.html
T,"Tzotzil",New Testament,"Tzotzil, San Andres",tzoSA,T/Tzotzil/New Testament — Tzotzil, San Andres.html
T,"Timbe",New Testament,"Yusugât Pat Âlep Den",tim,T/Timbe/New Testament — Yusugât Pat Âlep Den.html
O,"Orokaiva",New Testament,"God Ta Duru Javotoho",okv,O/Orokaiva/New Testament — God Ta Duru Javotoho.html
A,"Angor",New Testament,"Godɨndɨ Hoafɨ",agg,A/Angor/New Testament — Godɨndɨ Hoafɨ.html
M,"Mixtec, Southern Puebla",New Testament,"Ley saa ni nacoo Jesucristu",mitNT,M/Mixtec, Southern Puebla/New Testament — Ley saa ni nacoo Jesucristu.html
A,"Ankave",New Testament,"Xwɨyí̵á Gorɨxoyá Sɨŋí̵pɨrɨnɨ",aak,A/Ankave/New Testament — Xwɨyí̵á Gorɨxoyá Sɨŋí̵pɨrɨnɨ.html
P,"Paumarí",New Testament,"Deus Athi Kapapirani Hida",padNT,P/Paumarí/New Testament — Deus Athi Kapapirani Hida.html
A,"Awiyaana",New Testament,"Aú-aai símai kááísamakain-aai",auy,A/Awiyaana/New Testament — Aú-aai símai kááísamakain-aai.html
K,"Kankanay, Northern",New Testament,"Kalin Apo Dios",xnn,K/Kankanay, Northern/New Testament — Kalin Apo Dios.html
K,"Kosena",New Testament,"aúná-aimba simái tarúmakain-kwasai",kze,K/Kosena/New Testament — aúná-aimba simái tarúmakain-kwasai.html
O,"Orokaiva",New Testament,"God Ta Duru Javotoho",okvh,O/Orokaiva/New Testament — God Ta Duru Javotoho (okvh).html
A,"Asháninka",New Testament,"Irineane tasorentsi oquenquetsatacotaqueri Avincatsarite Jesoquirishito",cniNT,A/Asháninka/New Testament — Irineane tasorentsi oquenquetsatacotaqueri Avincatsarite Jesoquirishito.html
D,"Djambarrpuyngu",New Testament,"God-Waŋarrwu Walŋamirr Dhäruk",djr,D/Djambarrpuyngu/New Testament — God-Waŋarrwu Walŋamirr Dhäruk.html
B,"Bargam",New Testament,"God Ago Maror Muturta Agamukan",mlp,B/Bargam/New Testament — God Ago Maror Muturta Agamukan.html
R,"Rikbaktsa",New Testament,"Deus Harere Aibaky Sesus mymyspirikpoko naha",rkbNT,R/Rikbaktsa/New Testament — Deus Harere Aibaky Sesus mymyspirikpoko naha.html
G,"Guanano",New Testament,"Cohamacʉ Yare Yahari Tjuel",gvc,G/Guanano/New Testament — Cohamacʉ Yare Yahari Tjuel.html
T,"Tepehuan, Northern",New Testament,"Diuusi ñiooquidʌ utuducami oodamicʌdʌ",ntpNT,T/Tepehuan, Northern/New Testament — Diuusi ñiooquidʌ utuducami oodamicʌdʌ.html
E,"Ewage-Notu",New Testament,"BINGA EWAMEI IESU KERISO DA JAWO DA",nou,E/Ewage-Notu/New Testament — BINGA EWAMEI IESU KERISO DA JAWO DA.html
C,"Cora, El Nayar",New Testament,"Ɨ niuucari tɨ jejcua, tɨ ajta jɨme'en ra'axa a'ɨjna ɨ tavastara'a, ɨ Cɨriistu'u tɨ ji'i Jesús tɨ̀ tu'irájtuaa",crnNT,C/Cora, El Nayar/New Testament — Ɨ niuucari tɨ jejcua, tɨ ajta jɨme'en ra'axa a'ɨjna ɨ tavastara'a, ɨ Cɨriistu'u tɨ ji'i Jesús tɨ̀ tu'irájtuaa.html
S,"Saramaccan",New Testament,"Gadu Buku",srmNT,S/Saramaccan/New Testament — Gadu Buku.html
J,"Javanese, Caribbean",New Testament,"Kitab sutyi prejanjian anyar ing Basa Jawa Suriname sing gampang",jvnNT,J/Javanese, Caribbean/New Testament — Kitab sutyi prejanjian anyar ing Basa Jawa Suriname sing gampang.html
P,"Piratapuyo",New Testament,"Cohãcjʉ̃ Yere Yahuducuri Tju",pirNT,P/Piratapuyo/New Testament — Cohãcjʉ̃ Yere Yahuducuri Tju.html
A,"Ashéninka Pajonal",New Testament,"Iwaperite tajorentsi ikenkithatakoetziri awinkatharite Jesokirishito: owakirari inimotakiri tajorentsi",cjoNT,A/Ashéninka Pajonal/New Testament — Iwaperite tajorentsi ikenkithatakoetziri awinkatharite Jesokirishito owakirari inimotakiri tajorentsi.html
T,"Tacana",New Testament,"Diusu sa mimi",tnaNT,T/Tacana/New Testament — Diusu sa mimi.html
U,"Urarina",New Testament,"Cana Coaunera Ere",uraNT,U/Urarina/New Testament — Cana Coaunera Ere.html
K,"Kaapor",New Testament,"Tupã Je'ẽha",urbNT,K/Kaapor/New Testament — Tupã Je'ẽha.html
N,"Norwegian",New Testament,"Biblica® Open En Levende Bok: Det Nye Testamentet",noblb,N/Norwegian/New Testament — Biblica® Open En Levende Bok Det Nye Testamentet.html
B,"Bwanabwana",New Testament,"Buki Tabu Waluwaluna",tte,B/Bwanabwana/New Testament — Buki Tabu Waluwaluna.html
H,"Huambisa",New Testament,"Yuusa chichame yaunchukia tura yamaram chichamjai aarmau",hubNT,H/Huambisa/New Testament — Yuusa chichame yaunchukia tura yamaram chichamjai aarmau.html
T,"Ticuna",New Testament,"Tupanaarü Ore i Tórü Cori ya Ngechuchu ya Cristuchiga",tcaNT,T/Ticuna/New Testament — Tupanaarü Ore i Tórü Cori ya Ngechuchu ya Cristuchiga.html
Y,"Yanesha'",New Testament,"Yompor Poʼñoñ ñeñt ̃ attõ Yepartseshar Jesucristo eʼñe etserra aʼpoctaterrnay Yomporesho",ameNT,Y/Yanesha'/New Testament — Yompor Poʼñoñ ñeñt ̃ attõ Yepartseshar Jesucristo eʼñe etserra aʼpoctaterrnay Yomporesho.html
M,"Mian",New Testament,"Gode Dowan Wengobe",mpt,M/Mian/New Testament — Gode Dowan Wengobe.html
H,"Haruai",New Testament,"MÖNÖ KÖMÖ",tmd,H/Haruai/New Testament — MÖNÖ KÖMÖ.html
M,"Minimib dialect of Kalam",New Testament,"MƗNƗM KOMIŊ",kmh-m,M/Minimib dialect of Kalam/New Testament — MƗNƗM KOMIŊ.html
T,"Tai",New Testament,"Jisas Klays Takaw Teplep Ne",taw,T/Tai/New Testament — Jisas Klays Takaw Teplep Ne.html
K,"Kobon",New Testament,"Manö Kamɨŋ",kpw,K/Kobon/New Testament — Manö Kamɨŋ.html
U,"Umanakaina",New Testament,"IYA YONAI",gdn,U/Umanakaina/New Testament — IYA YONAI.html
A,"Aruamu",New Testament,"Godɨn Akar Aghuim; Akar Dɨkɨrɨzir Gavgavir Igiam",msy,A/Aruamu/New Testament — Godɨn Akar Aghuim; Akar Dɨkɨrɨzir Gavgavir Igiam.html
Q,"Quechua, Southern Pastaza",New Testament,"Yaya Diospa mushu killkachishkan shimi",qupNT,Q/Quechua, Southern Pastaza/New Testament — Yaya Diospa mushu killkachishkan shimi.html
H,"Hebrew",New Testament,"Biblica®‎ ‫הברית החדשה/הדרך זכויות פתוחות",heblb,H/Hebrew/New Testament — Biblica®‎ ‫הברית החדשה הדרך זכויות פתוחות.html
Y,"Yele",New Testament,"NMÎ MÎ U KÓPU DYUU",yle,Y/Yele/New Testament — NMÎ MÎ U KÓPU DYUU.html
A,"Anjam",New Testament,"Yesus Aqa Anjam Bole 2000",boj,A/Anjam/New Testament — Yesus Aqa Anjam Bole 2000.html
H,"Halia",New Testament,"U BULUNGANA U NIGA",hla,H/Halia/New Testament — U BULUNGANA U NIGA.html
U,"Umbu-Ungu",New Testament,"PULU YEMONGA UNGU KONDEMO",ubu-kala,U/Umbu-Ungu/New Testament — PULU YEMONGA UNGU KONDEMO.html
I,"Imbo Ungu",New Testament,"UNGU TUKUMEMU",imo,I/Imbo Ungu/New Testament — UNGU TUKUMEMU.html
U,"Umbu-Ungu",New Testament,"PULU YEMONGA UNGU KONDEMO",ubu-nopenge,U/Umbu-Ungu/New Testament — PULU YEMONGA UNGU KONDEMO (ubu-nopenge).html
U,"Usan",New Testament,"Qenu Qob Uber",wnu,U/Usan/New Testament — Qenu Qob Uber.html
Z,"Zapotec, Mixtepec",New Testament,"Diidz ne rdeed guielmban",zpmNT,Z/Zapotec, Mixtepec/New Testament — Diidz ne rdeed guielmban.html
T,"Tenharim",New Testament,"Tupanaʼga nhiʼig̃a",pahNT,T/Tenharim/New Testament — Tupanaʼga nhiʼig̃a.html
D,"Dano",New Testament,"MONO' GODOLO GOSOHO'",aso,D/Dano/New Testament — MONO' GODOLO GOSOHO'.html
G,"Gwahatike",New Testament,"Al Kuruŋyen Mere Igiŋ",dah,G/Gwahatike/New Testament — Al Kuruŋyen Mere Igiŋ.html
C,"Cacua",New Testament,"Dios ã jáap naáwát tólih",cbv,C/Cacua/New Testament — Dios ã jáap naáwát tólih.html
B,"Bo-Ung",New Testament,"PULU YILI-NGA UNG KONALE",mux,B/Bo-Ung/New Testament — PULU YILI-NGA UNG KONALE.html
P,"Patpatar",New Testament,"No Tahut na Hinhinawas",gfkh,P/Patpatar/New Testament — No Tahut na Hinhinawas.html
M,"Malei-Hote",New Testament,"Wapômbêŋ Anêŋ Abô Matheŋ",hot,M/Malei-Hote/New Testament — Wapômbêŋ Anêŋ Abô Matheŋ.html
P,"Patpatar",New Testament,"No Tahut na Hininaawas",gfks,P/Patpatar/New Testament — No Tahut na Hininaawas.html
U,"Umbu-Ungu",New Testament,"PULU YEMONGA UNGU KONDEMO",ubu-andelale,U/Umbu-Ungu/New Testament — PULU YEMONGA UNGU KONDEMO (ubu-andelale).html
G,"Girawa",New Testament,"Anut nukan Ämän Eposek",bbr,G/Girawa/New Testament — Anut nukan Ämän Eposek.html
G,"Girawa",New Testament,"Anut nukan Ämän Eposek",bbr2013,G/Girawa/New Testament — Anut nukan Ämän Eposek (bbr2013).html
N,"Nabak",New Testament,"Kawawaŋgalen Tâtâ Alakŋaŋ",naf,N/Nabak/New Testament — Kawawaŋgalen Tâtâ Alakŋaŋ.html
T,"Telefol",New Testament,"GOD IMI WENG",tlf,T/Telefol/New Testament — GOD IMI WENG.html
K,"Kein",New Testament,"Uwait nugau Ze Naliu",bmh,K/Kein/New Testament — Uwait nugau Ze Naliu.html
O,"Oksapmin",New Testament,"Got orhe meng brak ban",opm,O/Oksapmin/New Testament — Got orhe meng brak ban.html
U,"Uri",New Testament,"ANUTUNING MIDI TOTANGAKA INGA'NI",uvh,U/Uri/New Testament — ANUTUNING MIDI TOTANGAKA INGA'NI.html
C,"Chumburung",New Testament,"Abware̱se̱ŋ Wo̱re̱-ɔ",ncuNT,C/Chumburung/New Testament — Abware̱se̱ŋ Wo̱re̱-ɔ.html
T,"Tifal",New Testament,"God Ami Alokso Weng",tif,T/Tifal/New Testament — God Ami Alokso Weng.html
F,"Folopa",New Testament,"Yesu Kerisoné So Whi̧ Tao Sere Kisi Fo Wisi",ppo,F/Folopa/New Testament — Yesu Kerisoné So Whi̧ Tao Sere Kisi Fo Wisi.html
I,"Iatmul",New Testament,"GOD WAA NYAAGƗT",ian,I/Iatmul/New Testament — GOD WAA NYAAGƗT.html
